filepath,weather,terrain
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-10,135,-5,140.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-10,140,-5,145.png",cloudy,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-10,145,-5,150.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-10,15,-5,20.png",cloudy,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-10,150,-5,155.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-10,155,-5,160.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-10,160,-5,165.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-10,165,-5,170.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-10,170,-5,175.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-10,175,-5,180.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-10,20,-5,25.png",cloudy,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-10,25,-5,30.png",cloudy,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-10,30,-5,35.png",cloudy,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-10,35,-5,40.png",cloudy,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-10,40,-5,45.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-10,45,-5,50.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-10,5,-5,10.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-10,50,-5,55.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-10,55,-5,60.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-10,60,-5,65.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-10,65,-5,70.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-10,70,-5,75.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-10,75,-5,80.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-10,80,-5,85.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-10,85,-5,90.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-10,90,-5,95.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-10,95,-5,100.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-10,-10,-5.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-100,-10,-95.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-105,-10,-100.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-110,-10,-105.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-115,-10,-110.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-120,-10,-115.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-125,-10,-120.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-130,-10,-125.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-135,-10,-130.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-140,-10,-135.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-145,-10,-140.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-15,-10,-10.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-150,-10,-145.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-155,-10,-150.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-160,-10,-155.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-165,-10,-160.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-170,-10,-165.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-175,-10,-170.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-180,-10,-175.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-20,-10,-15.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-25,-10,-20.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-30,-10,-25.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-35,-10,-30.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-40,-10,-35.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-45,-10,-40.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-5,-10,0.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-50,-10,-45.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-55,-10,-50.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-60,-10,-55.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-65,-10,-60.png",cloudy,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-70,-10,-65.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-75,-10,-70.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-80,-10,-75.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-85,-10,-80.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-90,-10,-85.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,-95,-10,-90.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,0,-10,5.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,10,-10,15.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,100,-10,105.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,105,-10,110.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,110,-10,115.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,115,-10,120.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,120,-10,125.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,125,-10,130.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,130,-10,135.png",cloudy,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,135,-10,140.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,140,-10,145.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,145,-10,150.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,15,-10,20.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,150,-10,155.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,155,-10,160.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,160,-10,165.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,165,-10,170.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,170,-10,175.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,175,-10,180.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,20,-10,25.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,25,-10,30.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,30,-10,35.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,35,-10,40.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,40,-10,45.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,45,-10,50.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,5,-10,10.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,50,-10,55.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,55,-10,60.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,60,-10,65.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,65,-10,70.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,70,-10,75.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,75,-10,80.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,80,-10,85.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,85,-10,90.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,90,-10,95.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-15,95,-10,100.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-20,-10,-15,-5.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-20,-100,-15,-95.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-20,-105,-15,-100.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-20,-110,-15,-105.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-20,-115,-15,-110.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-20,-120,-15,-115.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-20,-125,-15,-120.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-20,-130,-15,-125.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-20,-135,-15,-130.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_-20,-140,-15,-135.png",cloudy,water
